Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,24.5
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,34
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.8
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,1.46
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,4.8
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,5.59
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,7.63
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,3.24
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,7.6
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,8.1
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,8.2
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,17
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,23.4
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,1.69
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,3.49
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,5.3
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,7.09
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,3.48
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,8.99
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,10.7
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,11.08
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,19
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,34
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,34
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,1.46
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,3.53
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,5.6
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,7.63
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,3.24
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,7.65
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,8.1
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,8.16
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,12.8
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,23.4
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,23.4
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,7.41
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,9.98
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,12.7
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,14.55
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,16.51
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,20.25
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,22.7
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,28.45
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,36
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,46.7
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,50.43
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,5.4
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,7.79
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,10.4
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,11.3
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,12.05
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,14.38
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,15.9
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,19.15
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,24
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,32.3
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,35.16
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,2.25
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,4.9
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,7.1
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,5.74
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,8.86
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,10.79
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,10.7
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,19.23
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,19
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,34
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,43.6
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,1.98
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,4.74
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,7
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,5.34
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,7.72
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,8.28
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,8.1
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,13.12
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,12.8
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,23.4
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,29.2
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,4.41
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,5.89
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,8.5
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,8.7
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,10.9
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,10.79
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,19.5
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,19.23
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,33.3
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,43.6
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,43.6
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,3.71
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,5.51
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,7.9
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,7.8
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,8.51
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,8.28
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,13.5
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,13.12
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,21.5
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,29.2
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,29.2
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,4.41
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,7.46
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,8.5
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,11.04
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,10.9
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,19.41
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,19.5
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,31.94
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,33.3
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,43.6
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,53.6
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,3.71
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,6.44
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,7.9
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,8.78
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,8.51
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,13.61
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,13.5
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,20.96
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,21.5
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,29.2
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,36
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,6.19
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,7.46
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,11.2
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,11.04
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,19.31
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,19.41
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,30.3
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,31.94
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,44.2
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,53.6
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,53.6
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,4.67
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,6.44
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,9.1
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,8.78
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,13.75
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,13.61
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,20.3
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,20.96
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,27.5
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,36
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,36
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,6.19
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,10.23
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,11.2
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,19.18
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,19.31
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,30.32
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,30.3
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,40.93
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,44.2
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,53.6
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,61.4
Sri Lanka,LKA,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,4.67
Sri Lanka,LKA,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,7.75
Sri Lanka,LKA,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,9.1
Sri Lanka,LKA,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,13.91
Sri Lanka,LKA,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,13.75
Sri Lanka,LKA,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,20.64
Sri Lanka,LKA,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,20.3
Sri Lanka,LKA,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,26.23
Sri Lanka,LKA,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,27.5
Sri Lanka,LKA,1965,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,36
Sri Lanka,LKA,1960,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,42.5
Sri Lanka,LKA,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,9.05
Sri Lanka,LKA,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,10.23
Sri Lanka,LKA,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,19
Sri Lanka,LKA,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,19.18
Sri Lanka,LKA,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,30.31
Sri Lanka,LKA,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,30.55
Sri Lanka,LKA,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,37
Sri Lanka,LKA,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,40.93
Sri Lanka,LKA,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,46.9
Sri Lanka,LKA,1965,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,61.4
Sri Lanka,LKA,1960,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,61.4
